"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_ids","external_gene_names","gene_biotype","entrezgene_id","external_gene_name","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmusculus_homolog_perc_id","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id","mmusculus_homolog_ensembl_genes","mmusculus_homolog_associated_gene_names","mmusculus_homolog_perc_ids","hsapiens_homolog_ensembl_genes","hsapiens_homolog_associated_gene_names","hsapiens_homolog_perc_ids","mmusculus_entrezgene_ids","mmusculus_entrezgene_id","hsapiens_entrezgene_ids","hsapiens_entrezgene_id"
"540","ENSMOCG00000000440",207.167252514762,0.279244273348564,0.0740503609412029,5.08019098298525e-06,7.63978156402883e-05,"101995459","Trhde","protein_coding",101995459,"Trhde","ENSMUSG00000050663","Trhde","ortholog_one2one",96.3938,"ENSG00000072657","TRHDE","ortholog_one2one",95.9064,NA,NA,NA,NA,NA,NA,"237553",237553,"29953",29953
"541","ENSMOCG00000012739",224.817752503447,0.30717351339249,0.084139255966228,5.24947964349819e-06,7.86772404611585e-05,"101988770","Kdm7a","protein_coding",101988770,"Kdm7a","ENSMUSG00000042599","Kdm7a","ortholog_one2one",94.1302,"ENSG00000006459","KDM7A","ortholog_one2one",90.3949,NA,NA,NA,NA,NA,NA,"338523",338523,"80853",80853
"542","ENSMOCG00000020678",285.631756470112,0.30972799833893,0.0851414069957402,5.29980973105415e-06,7.93423200635567e-05,"101998543","Tuba8","protein_coding",101998543,"Tuba8","ENSMUSG00000030137","Tuba8","ortholog_one2one",99.7773,"ENSG00000183785","TUBA8","ortholog_one2one",99.1091,NA,NA,NA,NA,NA,NA,"53857",53857,"51807",51807
"543","ENSMOCG00000016642",697.840138087983,-0.28571464688875,0.0765732971191377,5.36051942052206e-06,8.00712564563183e-05,"101999199","Disp2","protein_coding",101999199,"Disp2","ENSMUSG00000040035","Disp2","ortholog_one2one",91.8033,"ENSG00000140323","DISP2","ortholog_one2one",78.2414,NA,NA,NA,NA,NA,NA,"214240",214240,"85455",85455
"544","ENSMOCG00000014914",10.9523319268981,1.0842562985344,0.379664436654254,5.39080010446459e-06,8.03434234808571e-05,"101998599","","protein_coding",101998599,"","ENSMUSG00000021490","Slc34a1","ortholog_one2one",95.3271,"ENSG00000131183","SLC34A1","ortholog_one2one",92.2118,NA,NA,NA,NA,NA,NA,"20505",20505,"6569",6569
"545","ENSMOCG00000013879",90.6360399425255,-0.305725833265382,0.0838563766998001,5.45832352962094e-06,8.11681949873542e-05,"101979702","Tfb1m","protein_coding",101979702,"Tfb1m","ENSMUSG00000036983","Tfb1m","ortholog_one2one",91.5942,"ENSG00000029639","TFB1M","ortholog_one2one",83.1884,NA,NA,NA,NA,NA,NA,"224481",224481,"51106",51106
"546","ENSMOCG00000015445",91.9032920896786,-0.403598341157501,0.121095915417463,5.52171029333237e-06,8.19279153099783e-05,"101983981","Gjc2","protein_coding",101983981,"Gjc2","ENSMUSG00000043448","Gjc2","ortholog_one2one",96.2329,"ENSG00000198835","GJC2","ortholog_one2one",85.9589,NA,NA,NA,NA,NA,NA,"118454",118454,"57165",57165
"547","ENSMOCG00000000058",686.713691425562,-0.357440161565506,0.103744977198377,5.6116567676774e-06,8.26184693619157e-05,"101980039","Magel2","protein_coding",101980039,"Magel2","ENSMUSG00000056972","Magel2","ortholog_one2one",76.3052,"ENSG00000254585","MAGEL2","ortholog_one2one",58.8755,NA,NA,NA,NA,NA,NA,"27385",27385,"54551",54551
"548","ENSMOCG00000020814",18.204009959753,-0.752396848351815,0.228950612464581,5.66648167498036e-06,8.33335561119628e-05,NA,"Insc","protein_coding",NA,"Insc","ENSMUSG00000048782","Insc","ortholog_one2one",96.8912,"ENSG00000188487","INSC","ortholog_one2one",86.5285,NA,NA,NA,NA,NA,NA,"233752",233752,"387755",387755
"549","ENSMOCG00000014712",231.315491674649,-0.272165175667598,0.0722519627440273,5.6883898311697e-06,8.3460745939635e-05,NA,"","protein_coding",NA,"","ENSMUSG00000001313","Rnd2","ortholog_one2many",99.1189,"ENSG00000108830","RND2","ortholog_one2many",98.6784,NA,NA,NA,NA,NA,NA,"11858",11858,"8153",8153
"550","ENSMOCG00000013189",156.625413229564,0.273366971681096,0.0726544699759987,5.68562866462065e-06,8.3460745939635e-05,"101986401","Sgk3","protein_coding",101986401,"Sgk3","ENSMUSG00000025915","Sgk3","ortholog_one2one",97.3822,"ENSG00000104205","SGK3","ortholog_one2one",97.1204,NA,NA,NA,NA,NA,NA,"170755",170755,"23678",23678
"551","ENSMOCG00000013660",137.351120745773,-0.697790152142788,0.212100147471451,5.7871583391074e-06,8.46411610431032e-05,"101981610","Gstm6","protein_coding",101981610,"Gstm6","ENSMUSG00000068762","Gstm6","ortholog_one2one",76.6055,"ENSG00000134184","GSTM1","ortholog_one2many",79.8165,NA,NA,NA,NA,NA,NA,"14867",14867,"2944",2944
"552","ENSMOCG00000018083",54.5581210067968,0.357988322213803,0.10427890718263,5.82918602646851e-06,8.51623625182746e-05,"101982143","Niban1","protein_coding",101982143,"Niban1","ENSMUSG00000026483","Niban1","ortholog_one2one",81.3853,"ENSG00000135842","NIBAN1","ortholog_one2one",71.9697,NA,NA,NA,NA,NA,NA,"63913",63913,"116496",116496
"553","ENSMOCG00000007827",121.122476752188,-0.370745982206045,0.109299526388005,5.88814805585309e-06,8.58650835501776e-05,"101994740","Snx8","protein_coding",101994740,"Snx8","ENSMUSG00000029560","Snx8","ortholog_one2one",97.3856,"ENSG00000106266","SNX8","ortholog_one2one",89.3246,NA,NA,NA,NA,NA,NA,"231834",231834,"29886",29886
"554","ENSMOCG00000004382",175.945914307658,-0.404027421169359,0.1223614092112,6.15208255446141e-06,8.9585079732944e-05,"102001478","Smim10l2a","protein_coding",102001478,"Smim10l2a","ENSMUSG00000054850","Smim10l2a","ortholog_one2one",93.5897,"ENSG00000178947","SMIM10L2A","ortholog_one2many",89.7436,"ENSMUSG00000054850, ENSMUSG00000054850","Smim10l2a, Smim10l2a","93.5897, 93.5897","ENSG00000178947, ENSG00000196972","SMIM10L2A, SMIM10L2B","89.7436, 89.7436","320237",320237,"399668",399668
"555","ENSMOCG00000015335",50.4790778889602,-0.417742871577969,0.127442979955585,6.16909774702965e-06,8.97347798923833e-05,NA,"Accs","protein_coding",NA,"Accs","ENSMUSG00000040272","Accs","ortholog_one2one",91.6493,"ENSG00000110455","ACCS","ortholog_one2one",82.881,NA,NA,NA,NA,NA,NA,"329470",329470,"84680",84680
"556","ENSMOCG00000014246",176.403761979452,-0.318984390691622,0.089849007747977,6.34741429092752e-06,9.20271469122071e-05,"102001347","Doc2a","protein_coding",102001347,"Doc2a","ENSMUSG00000052301","Doc2a","ortholog_one2one",97.2637,"ENSG00000149927","DOC2A","ortholog_one2one",93.5323,NA,NA,NA,NA,NA,NA,"13446",13446,"8448",8448
"557","ENSMOCG00000022488",15.0966354536755,-0.692182867636834,0.213003449933137,6.4764728713242e-06,9.36535772397994e-05,"101990319","Gpr139","protein_coding",101990319,"Gpr139","ENSMUSG00000066197","Gpr139","ortholog_one2one",98.2609,"ENSG00000180269","GPR139","ortholog_one2one",95.942,NA,NA,NA,NA,NA,NA,"209776",209776,"124274",124274
"558","ENSMOCG00000007539",88.4386058936302,-0.353803279018975,0.103552923251369,6.48068134307228e-06,9.36535772397994e-05,"101982323","F8a","protein_coding",101982323,"F8a","ENSMUSG00000078317","F8a","ortholog_one2one",91.5119,"ENSG00000277150","F8A3","ortholog_one2many",83.5544,"ENSMUSG00000078317, ENSMUSG00000078317, ENSMUSG00000078317","F8a, F8a, F8a","91.5119, 91.5119, 91.5119","ENSG00000277150, ENSG00000288709, ENSG00000288722","F8A3, F8A2, F8A1","83.5544, 83.5544, 83.5544","14070",14070,"474384",474384
"559","ENSMOCG00000014489",461.495717435122,-0.264176537297298,0.0705071038106224,6.80728190121109e-06,9.78427443923804e-05,"101990266","Mdga1","protein_coding",101990266,"Mdga1","ENSMUSG00000043557","Mdga1","ortholog_one2one",97.3822,"ENSG00000112139","MDGA1","ortholog_one2one",96.2304,NA,NA,NA,NA,NA,NA,"74762",74762,"266727",266727
"560","ENSMOCG00000010284",2264.91550096124,-0.452597403245999,0.141240072376121,6.96016745209353e-06,9.97174958405314e-05,"101991040","Slc6a11","protein_coding",101991040,"Slc6a11","ENSMUSG00000030307","Slc6a11","ortholog_one2one",99.2038,"ENSG00000132164","SLC6A11","ortholog_one2one",95.3822,NA,NA,NA,NA,NA,NA,"243616",243616,"6538",6538
"561","ENSMOCG00000007158",152.483895949014,-0.292705923398883,0.0807598677198777,7.12197916915084e-06,0.000101816792328075,"101993885","Dtx4","protein_coding",101993885,"Dtx4","ENSMUSG00000039982","Dtx4","ortholog_one2one",94.8304,"ENSG00000110042","DTX4","ortholog_one2one",92.7302,NA,NA,NA,NA,NA,NA,"207521",207521,"23220",23220
"562","ENSMOCG00000000815",25.4292977790583,-0.609208481077025,0.190453820096066,7.20399251246816e-06,0.000102768732586858,"101995575","Gbx2","protein_coding",101995575,"Gbx2","ENSMUSG00000034486","Gbx2","ortholog_one2one",99.4253,"ENSG00000168505","GBX2","ortholog_one2one",97.7011,NA,NA,NA,NA,NA,NA,"14472",14472,"2637",2637
"563","ENSMOCG00000014573",19.564616842454,-1.10893021969112,0.416641299480303,7.37038988590462e-06,0.000104694109637306,"102001522","Scrg1","protein_coding",102001522,"Scrg1","ENSMUSG00000031610","Scrg1","ortholog_one2one",87.7551,"ENSG00000164106","SCRG1","ortholog_one2one",81.6327,NA,NA,NA,NA,NA,NA,"20284",20284,"11341",11341
"564","ENSMOCG00000003962",76.4353923277514,0.962833049370309,0.329976600220568,7.38494269999071e-06,0.000104789112390496,NA,"Capn9","protein_coding",NA,"Capn9","ENSMUSG00000031981","Capn9","ortholog_one2one",88.6686,"ENSG00000135773","CAPN9","ortholog_one2one",82.153,NA,NA,NA,NA,NA,NA,"73647",73647,"10753",10753
"565","ENSMOCG00000019598",106.569032106488,-0.637462343107877,0.19962425574659,7.48224954043061e-06,0.000105944200719126,"101988970","Aqp9","protein_coding",101988970,"Aqp9","ENSMUSG00000032204","Aqp9","ortholog_one2one",74.2373,"ENSG00000103569","AQP9","ortholog_one2one",74.2373,NA,NA,NA,NA,NA,NA,"64008",64008,"366",366
"566","ENSMOCG00000001567",338.763583068384,-0.277382424452161,0.0757000151106804,7.68123718871738e-06,0.000108301380214254,"101996556","Ednrb","protein_coding",101996556,"Ednrb","ENSMUSG00000022122","Ednrb","ortholog_one2one",90.0452,"ENSG00000136160","EDNRB","ortholog_one2one",85.2941,NA,NA,NA,NA,NA,NA,"13618",13618,"1910",1910
"567","ENSMOCG00000001521",30.7827337315247,-0.636836240002823,0.200381051370834,7.81799212081736e-06,0.00010976493890176,"101990328","Cdkn1c","protein_coding",101990328,"Cdkn1c","ENSMUSG00000037664","Cdkn1c","ortholog_one2one",86.3636,"ENSG00000129757","CDKN1C","ortholog_one2one",49.7159,NA,NA,NA,NA,NA,NA,"12577",12577,"1028",1028
"568","ENSMOCG00000005186",42.8983687621762,-0.410285113266913,0.127483446105588,7.9446023640762e-06,0.000110957947483177,"102000106","2410004P03Rik","protein_coding",102000106,"2410004P03Rik","ENSMUSG00000071398","2410004P03Rik","ortholog_one2one",60.3015,"","","",NA,NA,NA,NA,NA,NA,NA,"73667",73667,NA,NA
"569","ENSMOCG00000009356",68.4155430578185,-0.417925506110242,0.130456280946607,8.01185486589852e-06,0.000111780056788725,NA,"","misc_RNA",NA,"","","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","ENSMOCG00000000062",102.751276586022,-0.521722380603903,0.166250723273658,8.15124423080785e-06,0.0001134871244841,"101983799","Rnase6","protein_coding",101983799,"Rnase6","ENSMUSG00000021880","Rnase6","ortholog_one2one",69.7368,"ENSG00000169413","RNASE6","ortholog_one2one",63.8158,NA,NA,NA,NA,NA,NA,"78416",78416,"6039",6039
"571","ENSMOCG00000017990",18.0853174286731,-0.731565288189267,0.232036448896756,8.20205984201811e-06,0.000114075412667066,NA,"","protein_coding",NA,"","ENSMUSG00000020399","Havcr2","ortholog_one2one",65.4088,"ENSG00000135077","HAVCR2","ortholog_one2one",61.0063,NA,NA,NA,NA,NA,NA,"171285",171285,"84868",84868
"572","ENSMOCG00000012960",46.1946948216391,-0.599641589628109,0.19032119132441,8.26453174551279e-06,0.000114824422291149,NA,"Styxl1","protein_coding",NA,"Styxl1","ENSMUSG00000019178","Styxl1","ortholog_one2one",82.5,"ENSG00000127952","STYXL1","ortholog_one2one",65.3571,NA,NA,NA,NA,NA,NA,"76571",76571,"51657",51657
"573","ENSMOCG00000019693",97.1885490654025,0.278511461962959,0.0766841688282039,8.48269977874881e-06,0.000117488037268242,"101999550","Tgfa","protein_coding",101999550,"Tgfa","ENSMUSG00000029999","Tgfa","ortholog_one2one",94.3396,"ENSG00000163235","TGFA","ortholog_one2one",92.4528,NA,NA,NA,NA,NA,NA,"21802",21802,"7039",7039
"574","ENSMOCG00000011785",264.979205332909,-0.57330710516165,0.183167023025029,8.6229552609499e-06,0.00011918283806732,"101984512","Ccdc80","protein_coding",101984512,"Ccdc80","ENSMUSG00000022665","Ccdc80","ortholog_one2one",89.6515,"ENSG00000091986","CCDC80","ortholog_one2one",84.6885,NA,NA,NA,NA,NA,NA,"67896",67896,"151887",151887
"575","ENSMOCG00000006173",62.5069718852432,0.408919568005145,0.128030826475997,8.72200189869296e-06,0.000120302229087148,"101992617","Rigi","protein_coding",101992617,"Rigi","ENSMUSG00000040296","Rigi","ortholog_one2one",86.2694,"ENSG00000107201","RIGI","ortholog_one2one",78.4974,NA,NA,NA,NA,NA,NA,"230073",230073,"23586",23586
"576","ENSMOCG00000013549",27.9331919006315,-0.592424952984684,0.189533137923247,8.86479085426516e-06,0.000122145267158458,"101997405","Rrad","protein_coding",101997405,"Rrad","ENSMUSG00000031880","Rrad","ortholog_one2one",97.3771,"ENSG00000166592","RRAD","ortholog_one2one",91.1475,NA,NA,NA,NA,NA,NA,"56437",56437,"6236",6236
"577","ENSMOCG00000002881",65.1251264004313,-0.449732085153852,0.143492005560549,8.95355063030022e-06,0.000123113631164211,"101986609","Ankrd9","protein_coding",101986609,"Ankrd9","ENSMUSG00000037904","Ankrd9","ortholog_one2one",85.879,"ENSG00000156381","ANKRD9","ortholog_one2one",80.1153,NA,NA,NA,NA,NA,NA,"74251",74251,"122416",122416
"578","ENSMOCG00000012687",846.540902315347,-0.28243908078143,0.0787419828337834,9.40946220549715e-06,0.000128323105860843,"101982904","Sst","protein_coding",101982904,"Sst","ENSMUSG00000004366","Sst","ortholog_one2one",99.1379,"ENSG00000157005","SST","ortholog_one2one",97.4138,NA,NA,NA,NA,NA,NA,"20604",20604,"6750",6750
"579","ENSMOCG00000010202",13.1780814460154,0.789021304376613,0.258146352575632,9.44807014609112e-06,0.000128581908431129,"101999580","F13b","protein_coding",101999580,"F13b","ENSMUSG00000026368","F13b","ortholog_one2one",86.4992,"ENSG00000143278","F13B","ortholog_one2one",78.022,NA,NA,NA,NA,NA,NA,"14060",14060,"2165",2165
"580","ENSMOCG00000022463",68.8773071896767,-0.307217687288752,0.0882761040856877,9.57563177446591e-06,0.000129924356174118,"101983772","Tmem163","protein_coding",101983772,"Tmem163","ENSMUSG00000026347","Tmem163","ortholog_one2one",97.5694,"ENSG00000152128","TMEM163","ortholog_one2one",91.6667,NA,NA,NA,NA,NA,NA,"72160",72160,"81615",81615
"581","ENSMOCG00000015274",120.479460226759,-0.436993671679198,0.140165575974158,9.88943073738452e-06,0.000133062207240621,"101979552","Pmp22","protein_coding",101979552,"Pmp22","ENSMUSG00000018217","Pmp22","ortholog_one2one",91.25,"ENSG00000109099","PMP22","ortholog_one2one",83.75,NA,NA,NA,NA,NA,NA,"18858",18858,"5376",5376
"582","ENSMOCG00000018409",25.49165656322,0.755989487799843,0.246719157058879,9.89677629656675e-06,0.000133062207240621,"101980456","Otogl","protein_coding",101980456,"Otogl","ENSMUSG00000091455","Otogl","ortholog_one2one",92.0928,"ENSG00000165899","OTOGL","ortholog_one2one",87.6236,NA,NA,NA,NA,NA,NA,"628870",628870,"283310",283310
"583","ENSMOCG00000021320",50.2401155546221,-0.38874290405395,0.121701689437054,1.00239484356802e-05,0.000134500593108764,"101991603","Bmper","protein_coding",101991603,"Bmper","ENSMUSG00000031963","Bmper","ortholog_one2one",95.7664,"ENSG00000164619","BMPER","ortholog_one2one",92.7007,NA,NA,NA,NA,NA,NA,"73230",73230,"168667",168667
"584","ENSMOCG00000003843",445.08163073079,0.255407405936091,0.0697980337343297,1.04263858326441e-05,0.000139339182381294,"101995925","Grin2a","protein_coding",101995925,"Grin2a","ENSMUSG00000059003","Grin2a","ortholog_one2one",98.0874,"ENSG00000183454","GRIN2A","ortholog_one2one",94.6038,NA,NA,NA,NA,NA,NA,"14811",14811,"2903",2903
"585","ENSMOCG00000004252",158.580680610834,-0.263764676453066,0.0727598214948772,1.05942982343362e-05,0.000141299729403699,"101989612","Fbxl14","protein_coding",101989612,"Fbxl14","ENSMUSG00000030019","Fbxl14","ortholog_one2one",100,"ENSG00000171823","FBXL14","ortholog_one2one",99.75,NA,NA,NA,NA,NA,NA,"101358",101358,"144699",144699
"586","ENSMOCG00000013403",51.9522466552154,-0.641619302166653,0.209781845569595,1.10038119704093e-05,0.000146468322371363,"102001167","Myo15b","protein_coding",102001167,"Myo15b","ENSMUSG00000034427","Myo15b","ortholog_one2one",79.9266,"ENSG00000266714","MYO15B","ortholog_one2one",67.0223,NA,NA,NA,NA,NA,NA,"217328",217328,"80022",80022
"587","ENSMOCG00000008164",113.574520960733,-0.297810156253333,0.0857357189070486,1.11940370876578e-05,0.000148851646862229,"101995674","Ckap4","protein_coding",101995674,"Ckap4","ENSMUSG00000046841","Ckap4","ortholog_one2one",83.7563,"ENSG00000136026","CKAP4","ortholog_one2one",78.0034,NA,NA,NA,NA,NA,NA,"216197",216197,"10970",10970
"588","ENSMOCG00000007684",52.1372200417894,-0.796958052284853,0.267969867442195,1.12211483573538e-05,0.000149063390541757,"101985115","Dnah1","protein_coding",101985115,"Dnah1","ENSMUSG00000019027","Dnah1","ortholog_one2one",88.9218,"ENSG00000114841","DNAH1","ortholog_one2one",85.5482,NA,NA,NA,NA,NA,NA,"110084",110084,"25981",25981
"589","ENSMOCG00000008162",59.5758431881593,-0.453884199530989,0.148353035344064,1.14054063864425e-05,0.000151209586759164,"101980967","Tmem254","protein_coding",101980967,"Tmem254","ENSMUSG00000072676","Tmem254","ortholog_one2one",84.4961,"ENSG00000133678","TMEM254","ortholog_one2one",65.1163,NA,NA,NA,NA,NA,NA,"66039",66039,"80195",80195
"590","ENSMOCG00000000906",124.476021726612,-0.341407002995042,0.103660827123944,1.14833942916066e-05,0.000151941157439292,"101980503","Brinp3","protein_coding",101980503,"Brinp3","ENSMUSG00000035131","Brinp3","ortholog_one2one",98.4334,"ENSG00000162670","BRINP3","ortholog_one2one",96.6057,NA,NA,NA,NA,NA,NA,"215378",215378,"339479",339479
"591","ENSMOCG00000000254",178.300912737408,-0.387956857397642,0.123629387361133,1.22095036199399e-05,0.000160750421177944,"101999544","Asb4","protein_coding",101999544,"Asb4","ENSMUSG00000042607","Asb4","ortholog_one2one",91.6279,"ENSG00000005981","ASB4","ortholog_one2one",88.8372,NA,NA,NA,NA,NA,NA,"65255",65255,"51666",51666
"592","ENSMOCG00000018320",62.7533813245198,-0.693409147460305,0.230578561349588,1.23577406493208e-05,0.000162221218139458,"102001477","Sema3c","protein_coding",102001477,"Sema3c","ENSMUSG00000028780","Sema3c","ortholog_one2one",97.4734,"ENSG00000075223","SEMA3C","ortholog_one2one",96.1436,NA,NA,NA,NA,NA,NA,"20348",20348,"10512",10512
"593","ENSMOCG00000021530",26.2318328331789,-0.764333836428488,0.258121765853013,1.24504239707546e-05,0.000163277016718833,"101997814","Zmynd10","protein_coding",101997814,"Zmynd10","ENSMUSG00000010044","Zmynd10","ortholog_one2one",92.0455,"ENSG00000004838","ZMYND10","ortholog_one2one",88.8636,NA,NA,NA,NA,NA,NA,"114602",114602,"51364",51364
"594","ENSMOCG00000006805",57.2085623300045,-0.37498783422853,0.118897449410602,1.28996702822528e-05,0.000167846881680406,NA,"","protein_coding",NA,"","ENSMUSG00000058056","Palld","ortholog_one2one",96.0784,"ENSG00000129116","PALLD","ortholog_one2one",64.2534,NA,NA,NA,NA,NA,NA,"72333",72333,"23022",23022
"595","ENSMOCG00000020379",61.2872838117731,-0.618462156420919,0.206972164256282,1.33801699960698e-05,0.00017342158076618,NA,"Ifitm10","protein_coding",NA,"Ifitm10","ENSMUSG00000045777","Ifitm10","ortholog_one2one",99.005,"ENSG00000244242","IFITM10","ortholog_one2one",94.0299,NA,NA,NA,NA,NA,NA,"320802",320802,"402778",402778
"596","ENSMOCG00000003881",465.211176106246,-0.418890589008262,0.137267882061905,1.34031673697154e-05,0.000173550828021465,"101981243","Lhx6","protein_coding",101981243,"Lhx6","ENSMUSG00000026890","Lhx6","ortholog_one2one",98.7245,"ENSG00000106852","LHX6","ortholog_one2one",98.7245,NA,NA,NA,NA,NA,NA,"16874",16874,"26468",26468
"597","ENSMOCG00000007120",158.58452908328,-0.412580884350436,0.134770461218523,1.3417425488619e-05,0.000173566773990641,"101992041","Col6a2","protein_coding",101992041,"Col6a2","ENSMUSG00000020241","Col6a2","ortholog_one2one",97.271,"ENSG00000142173","COL6A2","ortholog_one2one",90.8382,NA,NA,NA,NA,NA,NA,"12834",12834,"1292",1292
"598","ENSMOCG00000015807",123.993965469876,-0.332758315299636,0.101658202201711,1.36660089386625e-05,0.000176098552319864,"101981679","Hs3st1","protein_coding",101981679,"Hs3st1","ENSMUSG00000051022","Hs3st1","ortholog_one2one",94.8553,"ENSG00000002587","HS3ST1","ortholog_one2one",88.1029,NA,NA,NA,NA,NA,NA,"15476",15476,"9957",9957
"599","ENSMOCG00000009346",28.1881879953056,-0.528757466221375,0.177792440205164,1.38025667461798e-05,0.000177343683053134,"101993248","Adamts19","protein_coding",101993248,"Adamts19","ENSMUSG00000053441","Adamts19","ortholog_one2one",90.7346,"ENSG00000145808","ADAMTS19","ortholog_one2one",86.7279,NA,NA,NA,NA,NA,NA,"240322",240322,"171019",171019
"600","ENSMOCG00000015137",110.149228882205,0.301570546017012,0.0888909353088811,1.3956576835118e-05,0.000179149739644617,"101990341","Xrcc4","protein_coding",101990341,"Xrcc4","ENSMUSG00000021615","Xrcc4","ortholog_one2one",81.5951,"ENSG00000152422","XRCC4","ortholog_one2one",78.2209,NA,NA,NA,NA,NA,NA,"108138",108138,"7518",7518
"601","ENSMOCG00000011236",13.9715253645118,-0.687988971037493,0.232344872357329,1.39709807120382e-05,0.00017916202791838,"101990940","","protein_coding",101990940,"","ENSMUSG00000029552","Tes","ortholog_one2many",93.3014,"ENSG00000135269","TES","ortholog_one2one",91.1483,"ENSMUSG00000029552, ENSMUSG00000068113","Tes, Tesl1","93.3014, 80.3828","ENSG00000135269, ENSG00000135269","TES, TES","91.1483, 91.1483","21753",21753,"26136",26136
"602","ENSMOCG00000010139",9.51803703295736,-1.21733213144177,0.569663755439594,1.40580707482226e-05,0.000179932502064667,NA,"Gbx1","protein_coding",NA,"Gbx1","ENSMUSG00000067724","Gbx1","ortholog_one2one",87.8571,"ENSG00000164900","GBX1","ortholog_one2one",77.1429,NA,NA,NA,NA,NA,NA,"231044",231044,"2636",2636
"603","ENSMOCG00000005266",105.871984057009,0.416057330841156,0.137187000812702,1.4484396237304e-05,0.000185033648577026,"101994465","Hhatl","protein_coding",101994465,"Hhatl","ENSMUSG00000032523","Hhatl","ortholog_one2one",95.2381,"ENSG00000010282","HHATL","ortholog_one2one",91.2698,NA,NA,NA,NA,NA,NA,"74770",74770,"57467",57467
"604","ENSMOCG00000021567",104.119420320429,0.300151572857154,0.0888145081031178,1.48701437191359e-05,0.000189597889869633,"101992315","Arl15","protein_coding",101992315,"Arl15","ENSMUSG00000042348","Arl15","ortholog_one2one",95.5882,"ENSG00000185305","ARL15","ortholog_one2one",96.5686,NA,NA,NA,NA,NA,NA,"218639",218639,"54622",54622
"605","ENSMOCG00000006409",205.994791397568,0.361501892267771,0.115032795740104,1.52178510695801e-05,0.000193845743452281,"101981870","St6gal1","protein_coding",101981870,"St6gal1","ENSMUSG00000022885","St6gal1","ortholog_one2one",79.9499,"ENSG00000073849","ST6GAL1","ortholog_one2one",81.203,NA,NA,NA,NA,NA,NA,"20440",20440,"6480",6480
"606","ENSMOCG00000017657",43.9962398970055,-0.480147508448008,0.162746754050486,1.54615032057903e-05,0.000196573538849189,"101993005","Acrbp","protein_coding",101993005,"Acrbp","ENSMUSG00000072770","Acrbp","ortholog_one2one",85.2126,"ENSG00000111644","ACRBP","ortholog_one2one",74.122,NA,NA,NA,NA,NA,NA,"54137",54137,"84519",84519
"607","ENSMOCG00000006100",141.254587213819,-0.699643212935637,0.240997426838623,1.59383581248394e-05,0.000201482622063909,"102002433","Kcnc4","protein_coding",102002433,"Kcnc4","ENSMUSG00000027895","Kcnc4","ortholog_one2one",92.604,"ENSG00000116396","KCNC4","ortholog_one2one",91.5254,NA,NA,NA,NA,NA,NA,"99738",99738,"3749",3749
"608","ENSMOCG00000018159",365.73572955621,-0.264397276471879,0.0757002898285824,1.66273070151923e-05,0.000209199469943741,"101982576","Cygb","protein_coding",101982576,"Cygb","ENSMUSG00000020810","Cygb","ortholog_one2one",97.3684,"ENSG00000161544","CYGB","ortholog_one2one",94.7368,NA,NA,NA,NA,NA,NA,"114886",114886,"114757",114757
"609","ENSMOCG00000008829",109.950449470164,-0.4908988162136,0.168110328331954,1.67703049479847e-05,0.00021040258298206,"101993762","Sumf2","protein_coding",101993762,"Sumf2","ENSMUSG00000025538","Sumf2","ortholog_one2one",87.013,"ENSG00000129103","SUMF2","ortholog_one2one",77.9221,NA,NA,NA,NA,NA,NA,"67902",67902,"25870",25870
"610","ENSMOCG00000002526",118.20097673743,-0.279325833830598,0.0814151575641462,1.67564086673026e-05,0.00021040258298206,"101996935","Tprn","protein_coding",101996935,"Tprn","ENSMUSG00000048707","Tprn","ortholog_one2one",84.1823,"ENSG00000176058","TPRN","ortholog_one2one",65.5496,NA,NA,NA,NA,NA,NA,"97031",97031,"286262",286262
"611","ENSMOCG00000019653",109.76463111505,-0.451008842149407,0.153104244858623,1.67444884362254e-05,0.00021040258298206,"101981686","Grin2d","protein_coding",101981686,"Grin2d","ENSMUSG00000002771","Grin2d","ortholog_one2one",98.1147,"ENSG00000105464","GRIN2D","ortholog_one2one",96.7793,NA,NA,NA,NA,NA,NA,"14814",14814,"2906",2906
"612","ENSMOCG00000018599",1823.30842965386,-0.261278036170504,0.0746267907389321,1.68197026604739e-05,0.000210823817731095,NA,"Hap1","protein_coding",NA,"Hap1","ENSMUSG00000006930","Hap1","ortholog_one2one",80.721,"ENSG00000173805","HAP1","ortholog_one2one",55.6426,NA,NA,NA,NA,NA,NA,"15114",15114,"9001",9001
"613","ENSMOCG00000002718",69.5154175572239,-0.303570551055002,0.0914256020743183,1.72379478455784e-05,0.000215458177386948,"102000821","Arhgap24","protein_coding",102000821,"Arhgap24","ENSMUSG00000057315","Arhgap24","ortholog_one2one",91.5515,"ENSG00000138639","ARHGAP24","ortholog_one2one",88.4793,NA,NA,NA,NA,NA,NA,"231532",231532,"83478",83478
